,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-14_LMH_PS_PMM_R1,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-19_LMH_PS_PMM_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,1_Cornell_Pos_S-01_LMT_PS_PMM_R1,1_Cornell_Pos_S-03_LCC_PS_R1,1_Cornell_Pos_S-04_LMT_PS_PMM_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-08_LMT_PS_PMM_R1,1_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-21_LMT_PS_PMM_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-28_LMT_PS_PMM_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-31_LMT_PS_PMM_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
5949,5949,9.138,254.1627,w/o MS2:Anabasamine,[M+H]+,,0.18,FALSE,2.37,254.16518,C16H19N3,Bipyridines and oligopyridines,TZRDBHMKTWECOV-UHFFFAOYSA-N,CN1CCCCC1C1=CN=C(C=C1)C1=CN=CC=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,72.8,99.8,,,,5.58,Cornell_Pos_S-42,254.1627:1539792 255.16605:0 256.16941:3279678,,245.12885_@_0.19,6.627654556,5.567645293,6.218586923,6.32041075,6.159462682,6.639579235,6.201540576,6.251269471,5.485602804,5.955423012,5.634581303,5.689735139,5.395876237,5.810908027,5.781407699,5.975071135,5.779429196,6.409908489,5.997728342,5.697956315,5.680707924,5.786747461,5.685375547,6.243716756,5.944794558,5.738607337,5.699622452,5.895263402,5.582502743,5.499508879,5.529060881,6.087490847,6.226710807,6.311501263,6.609491811,6.531146228,6.767376489,6.224462671,6.399476877,6.0182204,-0.308412029,6.248268686,-0.340302027,0.031666291,0.138244826,0.123649931,795,0.0011615,-0.030504792,0
14216,14216,19.118,414.79761,Unknown,[M+H]+,,0.348,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.82,Cornell_Pos_QC100_3_20240428192327,414.79761:978140 415.80096:0 416.80432:0,,408.3317_@_17.649,4.512431039,4.486121423,4.924959841,4.391896446,4.378588121,4.449323752,4.626385351,4.722009341,4.473542975,4.045271026,4.35916287,4.108267249,4.268445775,4.075352085,4.606962694,4.459630214,4.630206752,4.558920223,4.684735828,3.931060332,4.104516913,4.397160398,4.343157583,4.223633732,4.188198177,3.584347968,4.543120464,4.334542174,4.549699815,4.33095642,4.458699228,4.364190563,4.444156519,4.07115364,4.579100247,4.4017191,4.384521345,4.490857399,4.719029474,4.591812696,-0.208147793,4.561464414,-0.340147299,0.031748871,0.093349663,0.083494477,796,0.001162961,-0.03058591,0
32901,32901,2.126,917.3291,Unknown,[M+H]+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,34.18,Cornell_Pos_S-14_R,917.3291:1244643 918.33245:0 919.33581:0,,891.80255_@_19.627,3.264466374,3.692650009,4.163152007,3.878312662,3.482975758,2.776653495,2.117092339,3.498992793,2.827679231,3.900127669,3.719252113,4.162118537,3.760472042,3.469518086,3.596656749,3.479287875,3.72984691,3.951866694,3.674877248,4.126085161,3.621652786,4.295716126,3.850996018,4.024707466,3.742419103,4.030210879,3.821179104,3.793665587,3.660488715,3.822317987,3.367336913,3.718704411,4.014846922,2.816424294,3.854123148,3.424209063,3.485170285,3.678989101,3.856824155,3.557960164,0.35432965,3.35928693,0.340012835,0.031820779,0.158980043,0.142196073,797,0.001164422,-0.030656357,0
4452,4452,12.263,216.38464,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.15,Cornell_Pos_Blank1,216.38464:45706 217.38799:0 218.39135:0,,206.04039_@_11.382,3.460755566,2.671886537,3.719360502,3.422014701,3.198710057,2.24905308,3.679242507,3.332586477,3.500247975,3.540311715,3.688991595,3.781488613,3.316539471,3.841659442,3.620234207,3.32771939,3.109747891,3.398455189,3.625343139,3.555587814,3.517722113,3.987273831,3.146985269,3.485216734,3.638396711,3.638066226,3.316440844,3.644585569,3.58284382,3.743492126,3.018020547,3.969518747,3.582313327,3.521371263,3.51191777,3.235148583,2.926319894,3.13489288,3.679972205,3.350930736,0.281353685,3.216701178,0.339978378,0.031839227,0.126251774,0.112923019,798,0.001165883,-0.030673344,0
18748,18748,8.199,502.33771,"w/o MS2:(2R,3S,4S,5S,6R)-2-[[7-hydroxy-4-[(Z)-5-hydroxy-3-methylpent-3-enyl]-4a,8,8-trimethyl-3-methylidene-2,4,5,6,7,8a-hexahydro-1H-naphthalen-2-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol",[M+H]+,,0.135,FALSE,,502.33743,C26H44O8,Diterpene glycosides,JECOCDKQCZSANH-RFKAOMIISA-N,OCC=C(C)CCC1C(=C)C(OC2OC(CO)C(O)C(O)C2O)CC3C(C)(C)C(O)CCC13C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.6,,,,,17.15,Cornell_Pos_S-08,502.33771:3542371 503.34106:587380 504.34442:285464,,496.0863_@_1.977,4.59184005,4.998612125,4.953202537,6.02503886,5.627153253,5.019686098,5.139249057,5.163761801,5.602830117,5.299856909,5.79866446,4.708894849,6.121138893,5.869439578,6.119112821,6.33428674,5.660264883,5.285385754,5.180862208,5.229812336,5.725826917,5.941962492,6.260371228,4.752301468,5.874635231,5.685412152,5.283720292,5.682720136,5.790215963,5.81880931,5.808271818,5.302685968,5.910140024,5.575998463,5.228805723,5.696089407,5.011155181,5.794470684,5.640918336,4.499633316,0.388141204,5.189817973,0.339905998,0.031878008,0.174212447,0.155820349,799,0.001167344,-0.030710664,0
4346,4346,9.778,213.58832,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.35,Cornell_Pos_S-47_R,213.58832:78286 214.59167:0 215.59503:0,,203.2355_@_11.414,3.672904741,3.401086345,3.985373226,3.615517471,3.789678038,3.851692864,3.311709686,3.736626353,4.064611215,2.578439506,3.548832932,3.614975283,3.735642964,3.152730437,3.53906922,2.245233759,3.061762069,3.146961419,3.612619742,3.487027064,3.560861231,3.033339682,3.761189816,3.71985188,3.347540698,3.328737961,3.530795892,3.851227112,2.920473644,3.323989445,2.622416336,2.863275162,3.136480051,3.686626487,3.588744333,2.643989821,3.115195937,3.391402356,3.628009994,3.601545385,-0.344211127,3.67057359,-0.339854008,0.031905888,0.154521689,0.1382084,800,0.001168805,-0.030737083,0
21535,21535,1.702,560.04547,Unknown,[M+H]+,ion correlated with 21534; ion correlated with 23178; ion correlated with 22527,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,81.64,Cornell_Pos_S-05_R,560.04547:3754889 561.04882:751120 562.05218:0,,551.31244_@_9.843,5.253303997,5.423543386,4.657998921,3.980317062,4.654763379,5.2906261,4.555027886,5.290818602,3.772504432,4.990116477,4.001416592,4.617161089,4.634494836,4.592990295,5.441258524,5.047348519,4.868919982,4.455598072,4.553397416,4.212816626,4.258770539,4.02880332,5.076268408,4.660970773,3.710643055,4.070178198,4.396357142,4.685176697,3.951125447,4.422069071,4.061147488,4.476208663,4.012022851,5.290078023,4.635311936,4.512782888,4.715864054,4.838369854,4.488704259,4.600290362,-0.385825983,4.888299916,-0.339817389,0.031925537,0.173224342,0.154936561,801,0.001170266,-0.030755272,0
13894,13894,8.799,409.20224,w/o MS2:Licodione base + 2Prenyl,[M+H]+,,0.258,FALSE,9.52,409.20209,C25H28O5,3-prenylated chalcones,FFPFIAFZJXSGDK-UHFFFAOYSA-N,O=C(C=C(O)C=1C=CC(O)=C(C=1)CC=C(C)C)C=2C=C(C(O)=CC=2(O))CC=C(C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.9,100,,,,48.78,Cornell_Pos_S-42_R,409.20224:16595668 410.20559:3863564 411.20895:875051,,402.30637_@_9.51,6.526345019,6.809808439,6.33055838,5.993427602,6.134846935,6.228269251,6.502974152,7.144907903,6.077918828,6.453728435,5.88872074,6.405674233,6.81991406,6.961401635,6.727465223,6.271434302,6.70873435,5.795571877,5.980948791,6.020677853,5.805538248,5.915906947,6.484585375,6.02874528,6.038905123,5.542393278,6.070162885,5.957009985,6.042445067,6.110699906,6.223436548,5.554881032,6.056798813,6.258268441,6.277465171,5.921698971,6.064355147,6.154798511,6.293671681,6.211453168,-0.29872315,6.45889221,-0.339758353,0.031957236,0.134144118,0.119982147,802,0.001171727,-0.030785509,0
15148,15148,6.54,432.20459,"w/o MS2:NCGC00180659-03![1-(6-hydroxy-1-methoxy-8-methyl-12-oxo-10H-benzo[b][1,5]benzodioxocin-2-yl)-3-methylbutyl] acetate [IIN-based: Match]",[M+H]+,,0.09,FALSE,,432.203,C23H26O7,Diarylethers,NUYFKDBCHFKOBT-UHFFFAOYSA-N,COC1=C2C(OC3=C(COC2=O)C=C(C)C=C3O)=CC=C1C(CC(C)C)OC(C)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,87.7,,,,,5.8,Cornell_Pos_S-05,432.20459:674424 433.20794:161697 434.2113:0,,425.30142_@_14.093,5.347106411,5.782168503,5.194917355,5.262080199,5.113092329,5.553498289,5.636544568,5.645510577,4.999059019,5.70039569,5.21659603,6.104447877,5.36674519,5.619034492,5.361888892,5.886994757,5.274849922,5.171892722,5.012700225,4.605832222,5.134581769,5.209377805,5.382377293,4.783523183,5.080339521,4.797006136,4.781300937,4.920728908,5.119112741,4.883234821,5.086316866,4.90469624,5.108903432,5.193729722,5.106323221,4.86093976,5.590838088,5.031004732,4.974561784,4.817456137,-0.282902587,5.441864779,-0.339646956,0.03201712,0.127086865,0.113669948,803,0.001173188,-0.030843932,0
5923,5923,0.148,253.21568,w/o MS2:Ambrettolide,[M+H]+,ion correlated with 7009; ion correlated with 8996; ion correlated with 8012; ion correlated with 10461; ion correlated with 10707; ion correlated with 6650; ion correlated with 10782; ion correlated with 12724; ion correlated with 15175; ion correlated with 17345; ion correlated with 21732; ion correlated with 7912; ion correlated with 19734; ion correlated with 10713; ion correlated with 4478; ion correlated with 8420; ion correlated with 10829; ion correlated with 10346; ion correlated with 5089; ion correlated with 14430; ion correlated with 11564; ion correlated with 8158; ion correlated with 13006; ion correlated with 6269; ion correlated with 15393; ion correlated with 9244; ion correlated with 13866; ion correlated with 16133; ion correlated with 23760; ion correlated with 18432; ion correlated with 17295; ion correlated with 7676; ion correlated with 11860; ion correlated with 6742; ion correlated with 5442; ion correlated with 1339,0.056,FALSE,11.185,253.2162,C16H28O2,Macrolides and analogues,NVIPUOMWGQAOIT-RQOWECAXSA-N,O=C1CCCCC\C=C/CCCCCCCCO1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.6,99.4,,,,2.36,Cornell_Pos_S-25,253.21568:547197 254.21903:134677 255.22239:357237,,244.42755_@_11.662,3.741846362,4.882594593,3.543341637,3.401753201,3.601891042,4.756835872,3.712946606,3.227863313,3.423634031,2.642371569,4.178643613,3.775426986,3.804366715,3.568361647,3.587348549,3.789421,3.393102548,3.432574706,3.549833937,3.052758764,3.234625621,2.403081495,2.728472582,3.646911324,3.853499673,2.86825302,4.264761519,3.940885486,3.25295246,2.625674773,2.716952711,3.590204085,3.48617722,3.190193381,3.5720219,3.840989493,3.323126773,3.669465512,3.560427874,3.702083709,-0.431490182,3.858634078,-0.339609903,0.03203706,0.193860008,0.173393662,804,0.001174649,-0.030862411,0
17236,17236,9.499,474.28003,w/o MS2:Chasmanine,[M+H]+,,0.011,FALSE,4.87,474.28,C25H41NO6,Aconitane-type diterpenoid alkaloids,DBODJJZRZFZBBD-XXYWQWTJSA-N,OC1C2CC3C1C(O)(CC2OC)C4C(OC)C5C6(COC)CN(CC)C4C35C(OC)CC6,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,99.9,,,,6.37,Cornell_Pos_S-25,474.28003:722339 475.28338:0 476.28674:0,,467.01471_@_1.734,4.400513278,6.186620913,3.715030013,3.196152299,3.63858551,5.132403175,3.813701983,3.674781889,3.053646701,5.740518518,3.506242883,3.481348058,4.687602396,4.060015419,3.336611252,4.13289583,3.417317944,3.851388606,3.425862615,3.473672768,3.059084808,3.535784091,4.376380696,3.177200716,3.579850299,4.189198928,3.444356117,3.328218451,3.524904382,3.322468803,3.378616006,3.548471522,3.304269895,3.835177419,3.239591832,3.773491338,3.482084428,3.398180215,3.668898763,3.687109942,-0.562834206,4.219723633,-0.339575674,0.032055488,0.252899093,0.226199825,805,0.00117611,-0.030879379,0
16353,16353,2.084,457.18655,w/o MS2:NCGC00160140-01!LOBARIC ACID,[M+NH4]+,adduct linked to 15516_[M+H]+,0.067,FALSE,,457.186,C25H28O8,Depsides and depsidones,RQGOSSYDPQTDRA-UHFFFAOYSA-N,CCCCCC1=C(C(O)=O)C(O)=CC2=C1OC3=C(C=C(C(=O)CCCC)C(OC)=C3)C(=O)O2,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.4,,,,,11.14,Cornell_Pos_S-42_R,457.18655:787076 458.1899:0 459.19326:631640,,449.31244_@_13.063,5.19060763,5.661319743,5.074344244,4.441687813,4.557520085,4.950724173,5.410667686,5.140210242,4.266775044,5.442329033,4.70504012,5.33799092,4.925354572,4.456248223,4.577030041,5.692097993,4.849094669,3.171263921,3.939726905,3.923525043,3.85612282,5.435535367,5.618229249,4.106741115,4.98347691,3.42333412,3.88671773,4.326910189,3.968102399,4.151194088,4.668093023,3.760230882,4.640996955,5.007171028,4.569357863,4.273781475,4.523722024,5.366121403,4.621635004,4.43546484,-0.524965984,5.053385202,-0.339533202,0.032078367,0.235917063,0.211010636,806,0.001177571,-0.030900796,0
8401,8401,9.701,304.78677,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.31,Cornell_Pos_S-06_R,304.78677:69854 305.79012:0 306.79348:0,,297.83203_@_11.97,2.406436657,3.476913252,3.203635184,2.730685989,3.707958175,3.427603281,2.448984407,3.039111653,3.738765146,3.524618709,3.911788038,2.867022814,3.159196906,3.649223844,2.730901145,3.485410258,3.376074746,3.41889403,3.076150674,3.675194962,3.383894422,3.390670975,3.720048353,2.981587264,3.860775858,3.120278308,3.088325584,3.507852875,3.814284807,3.178926994,3.086952167,3.566828927,3.260083632,2.844844261,3.62036133,3.607778633,3.230218624,2.9079626,3.333214173,3.917308609,0.320941415,3.055166075,0.33952754,0.032081418,0.14423217,0.129005175,807,0.001179032,-0.030902386,0
4382,4382,0.136,214.18057,w/o MS2:N-(9-oxodecyl)acetamide,[M+H]+,ion correlated with 4806; ion correlated with 10566; ion correlated with 210; ion correlated with 4854; ion correlated with 3644; ion correlated with 7463; ion correlated with 1928; ion correlated with 4283,0.146,FALSE,,214.18015,C12H23NO2,Acetamides,JRJBWKJICGFLDP-UHFFFAOYSA-N,O=C(C)CCCCCCCCN=C(O)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.1,,,,,7.28,Cornell_Pos_S-50,214.18057:1501260 215.18392:567448 216.18728:815221,,204.65971_@_11.947,4.643461899,3.299510916,3.756738572,3.659164943,3.940678561,3.802274536,3.482963232,3.787269138,2.725991102,3.494819764,2.472007486,3.052659456,3.646438845,3.658067734,2.676847243,3.555837312,3.589952297,3.67302164,4.146285954,3.008990812,3.324320509,3.447323216,3.406139253,2.359906782,3.695661904,2.187809233,3.606268344,3.552661771,3.570357215,3.579781285,3.559056953,3.78013503,4.083676034,3.432055154,3.865729457,3.63016491,2.74251193,2.790258079,3.754012229,3.850048573,-0.424045303,3.796507725,-0.339498805,0.032096905,0.190585641,0.170464979,808,0.001180493,-0.030916412,0
28184,28184,18.521,721.5061,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,1737.76,Cornell_Pos_Blank2,721.5061:46582236 722.50945:45215708 723.51281:11536510,,711.28076_@_15.609,5.574623917,5.866891133,5.801322314,5.233137385,5.766777761,5.680622455,5.475464081,5.688883776,5.632482317,5.43055331,5.645269035,5.192966302,5.687896596,5.252322725,5.401513409,4.727738004,5.235076855,5.282517552,5.45821199,5.070566066,5.185927741,5.931027204,5.74968136,5.402413875,5.34041239,5.385369011,4.639074741,5.424354952,5.587165444,5.119011224,5.746293943,5.415843892,5.731686598,5.449123632,5.452930812,5.665486861,5.463532224,5.471847089,5.477927703,5.267336302,-0.232104067,5.635965353,-0.339438139,0.032129623,0.104339413,0.093324008,809,0.001181954,-0.03094767,0
10473,10473,11.982,344.22882,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.39,Cornell_Pos_S-41,344.22882:416153 345.23217:0 346.23553:0,,337.23877_@_11.774,6.495661551,5.927779486,5.559452258,5.982798713,5.917449085,6.691728428,6.762370564,6.50398862,5.359451946,6.729271792,5.640470836,7.365434908,5.900750481,5.696829862,5.810842616,6.279749731,6.105300074,5.740817852,5.542884658,5.61033881,5.358272492,5.891712249,6.324129624,5.652103979,6.1459352,5.52026996,5.332929537,6.05772723,5.651654171,5.641050459,5.362740708,5.733793025,5.63833413,5.711726393,5.559753749,5.942331357,5.799158393,6.621984915,5.621857947,5.661452236,-0.386057922,6.230153588,-0.339388426,0.032156455,0.173576131,0.155251211,810,0.001183415,-0.030973041,0
13733,13733,0.132,406.88147,Unknown,[M+H]+,ion correlated with 1197; ion correlated with 2097; ion correlated with 1752; ion correlated with 3618; ion correlated with 6958; ion correlated with 2442; ion correlated with 2860; ion correlated with 527; ion correlated with 6800; ion correlated with 10608; ion correlated with 329; ion correlated with 437; ion correlated with 1032; ion correlated with 1124; ion correlated with 1229; ion correlated with 1259; ion correlated with 1704; ion correlated with 1773; ion correlated with 1805; ion correlated with 1892; ion correlated with 2049; ion correlated with 2150; ion correlated with 2391; ion correlated with 2737; ion correlated with 7455; ion correlated with 7520; ion correlated with 7567; ion correlated with 7672; ion correlated with 7747; ion correlated with 7790; ion correlated with 7869; ion correlated with 7958; ion correlated with 8406; ion correlated with 8477; ion correlated with 8513; ion correlated with 9238; ion correlated with 9769; ion correlated with 9812; ion correlated with 10558; ion correlated with 10659; ion correlated with 10824; ion correlated with 11265; ion correlated with 11365; ion correlated with 11459; ion correlated with 11515; ion correlated with 11657; ion correlated with 12973; ion correlated with 13108; ion correlated with 13170; ion correlated with 13634; ion correlated with 13844; ion correlated with 14539; ion correlated with 14631; ion correlated with 14723; ion correlated with 14844; ion correlated with 14948; ion correlated with 15275; ion correlated with 15372; ion correlated with 15457; ion correlated with 20426; ion correlated with 20526; ion correlated with 20567; ion correlated with 20608; ion correlated with 20651; ion correlated with 20701; ion correlated with 20731; ion correlated with 20774; ion correlated with 20833; ion correlated with 5209; ion correlated with 994; ion correlated with 2316; ion correlated with 2614; ion correlated with 2814; ion correlated with 2977; ion correlated with 3542; ion correlated with 3980; ion correlated with 5086; ion correlated with 6899; ion correlated with 8573; ion correlated with 8608; ion correlated with 8661; ion correlated with 8782; ion correlated with 9364; ion correlated with 9503; ion correlated with 9889; ion correlated with 9939; ion correlated with 10780; ion correlated with 11108; ion correlated with 11758; ion correlated with 12377; ion correlated with 12427; ion correlated with 12503; ion correlated with 13295; ion correlated with 13343; ion correlated with 13939; ion correlated with 14052; ion correlated with 14787; ion correlated with 15502; ion correlated with 570; ion correlated with 3004; ion correlated with 4075; ion correlated with 7925; ion correlated with 8708; ion correlated with 8755; ion correlated with 8842; ion correlated with 9659; ion correlated with 10007; ion correlated with 10938; ion correlated with 11032; ion correlated with 11925; ion correlated with 2942; ion correlated with 4103; ion correlated with 7058; ion correlated with 9597; ion correlated with 9700; ion correlated with 10050; ion correlated with 11859; ion correlated with 1946; ion correlated with 3669; ion correlated with 5163; ion correlated with 18126; ion correlated with 20385; ion correlated with 1857; ion correlated with 4037; ion correlated with 2697; ion correlated with 4776; ion correlated with 1080; ion correlated with 2903; ion correlated with 3588; ion correlated with 611; ion correlated with 1626; ion correlated with 3490,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,1676.42,Cornell_Pos_QC100_3_20240428192327,406.88147:4453284 407.88482:1376005 408.88818:5100048,,399.18307_@_11.142,5.435399553,5.055670441,3.448689268,4.379485555,5.003961104,5.834762464,5.985056555,5.379557961,3.579010682,5.299552181,3.193123191,6.399860902,4.985506364,5.352853934,5.819213974,5.328141347,5.622237365,3.425997727,4.052172746,4.264335069,4.127146629,3.641527974,4.674672029,3.908391334,3.821046547,3.696655666,3.502912998,4.231655315,3.740554742,3.118991404,5.184628571,3.727669609,3.455935593,5.296282971,2.893679091,3.866194573,3.558415103,5.573586791,3.008035082,3.900576918,-0.807492725,5.065322863,-0.339388106,0.032156628,0.363058505,0.324729399,811,0.001184876,-0.030971752,0
10969,10969,10.23,353.23364,w/o MS2:Lagohirsin,[M+H]+,,0.629,FALSE,,353.23224,C20H32O5,Diterpene lactones,XCEIXRWKIFQZDC-GNQMFGHGSA-N,C[C@@H]1CCC2[C@](C)(CC[C@H](O)[C@@]2(C)CO)[C@@]12CCC1(COC(=O)C1)O2,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,90.3,,,,,621.89,Cornell_Pos_S-03_R,353.23364:224273760 354.23699:51317412 355.24035:6610154,,346.24728_@_14.253,5.967943027,5.730917007,5.243501854,6.161203701,5.624831499,5.237558914,5.581667352,6.211667975,5.200970444,6.383570374,5.310736904,6.23714293,5.316055768,5.367788716,5.441255372,5.729898421,6.047341254,4.859983817,4.934274449,4.950329231,5.069313587,5.352941404,5.125822561,5.430462083,5.755656573,4.729985414,4.815131396,5.473378924,4.775561048,4.942029464,5.113884245,5.028743746,5.651217082,5.493205602,4.876284996,5.884995662,4.733671659,5.948571671,5.326284605,5.555953016,-0.380460091,5.719911416,-0.33933815,0.032183609,0.171087923,0.153025691,812,0.001186337,-0.030997272,0
19772,19772,1.902,521.10754,"w/o MS2:NCGC00169854-03!4,4-bis(6,8-dihydroxy-3-methyl-1-oxoisochromen-7-yl)-2-methoxybutanoic acid [IIN-based on: CCMSLIB00000848743]",[M+H]+,,0.067,FALSE,,521.10602,C25H22O11,Isocoumarins and derivatives,DYFXVIVUWANJGN-UHFFFAOYSA-N,COC(CC(C1=C(O)C2=C(C=C(C)OC2=O)C=C1O)C3=C(O)C4=C(C=C(C)OC4=O)C=C3O)C(O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,88.6,,,,,10.14,Cornell_Pos_S-07,521.10754:545281 522.11089:0 523.11425:0,,514.35944_@_7.986,5.761663698,6.248803483,5.306604097,5.403304816,5.064270106,6.007004951,6.159592384,6.581016959,5.293195046,5.783395938,4.709841691,6.189121503,5.746026151,6.647964345,5.049334633,4.793144104,6.237239842,4.424663482,5.150329199,5.318552523,5.271843181,5.617808725,5.441596321,5.607837024,4.4296989,5.306009741,5.24375097,4.959984602,5.133674868,5.256965849,6.04451437,4.670104863,5.504072898,5.615553559,5.312119296,5.235925843,5.004852516,5.794696698,5.344761651,5.676341866,-0.447316243,5.816532562,-0.339319664,0.032193598,0.201164645,0.179927128,813,0.001187798,-0.0310058,0
31170,31170,15.201,815.00909,Unknown,[M+H]+,,0.101,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,105.91,Cornell_Pos_S-41,815.00909:3448983 816.01244:1342548 817.0158:157444,,798.60126_@_11.888,3.484347286,4.374756882,4.338905503,4.405698879,4.649219888,4.128268458,4.065820974,4.41034435,4.673719447,4.527344674,4.453443306,4.381166373,4.127408791,4.089587132,3.994970576,4.047338473,4.382593406,4.655105809,4.093454737,4.478749206,4.520481689,4.666505193,4.721220445,4.300194817,4.578108081,4.467770723,4.217397277,4.60768409,4.775617392,4.516333684,4.480242257,4.640602126,4.539913938,4.401968147,4.371776386,4.421928671,4.344608696,4.561961078,4.456373223,4.682557622,0.210896206,4.232170278,0.339263677,0.032223866,0.09486079,0.08484607,814,0.001189259,-0.031034608,0
17278,17278,8.737,475.18787,w/o MS2:Voacalgine A,[M+H]+,ion correlated with 11166; ion correlated with 17179; ion correlated with 15573,0.022,FALSE,,475.186,C27H26N2O6,Pleiocarpaman alkaloids,AQFWYTNPVDQLGS-VBCBCQGPSA-N,O=C(OC)[C@H]1N2[C@@]3(OC(C4=C(O)C(O)=CC=C45)=O)[C@@]5(CCN(C/6)[C@@]3([H])C[C@@]1([H])C6=C/C)C7=C2C=CC=C7,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,83.5,,,,,51.88,Cornell_Pos_S-21_R,475.18787:535629 476.19122:125891 477.19458:0,,467.35693_@_13.36,5.591991821,5.836591009,3.582812976,4.96970794,3.533697193,5.594436239,5.871892182,5.523603286,3.3731025,6.164546412,3.511643334,6.201266651,5.223109364,4.096954828,4.691781697,5.536978789,5.453376705,3.715799793,3.289628671,3.708416139,3.454980583,4.704769722,6.264783594,3.26847945,4.797115607,2.968606339,3.614050467,4.029374724,3.378852912,3.162919163,3.938043458,3.623917299,2.611161335,4.315192517,3.068757322,4.056235367,3.273199493,5.854205719,3.708557992,4.283491258,-0.896113481,5.063091581,-0.339179658,0.032269334,0.403183303,0.360618109,815,0.00119072,-0.031078615,0
