,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-01_LMT_PS_PMM_LV,0_Cornell_Pos_S-04_LMT_PS_PMM_LV,0_Cornell_Pos_S-13_O_LV,0_Cornell_Pos_S-23_O_LV,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_LV,0_Cornell_Pos_S-25_O_LV,0_Cornell_Pos_S-33_O_LV,0_Cornell_Pos_S-38_O_LV,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_LV,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM_LV,1_Cornell_Pos_S-03_LCC_PS,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-14_LMH_PS_PMM,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM,1_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-19_LMH_PS_PMM,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
39222,39222,2.478,718.82117,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,1272.48,Cornell_Neg_S-22,718.82117:94843 719.82452:0 720.82788:0,,768.02069,3.088925553,3.379722468,3.523869463,2.925557261,3.332860251,2.951124669,3.687690565,3.038973273,3.840620718,3.494721329,3.618585954,3.781909784,3.401427328,3.457183235,3.616459697,3.604479733,2.985310595,3.309058773,3.699371992,3.622055331,3.356046176,3.675787608,3.614184663,4.254809769,3.346781209,3.556146922,3.109674026,3.649756935,3.306064599,3.952264683,3.47004711,3.722124813,3.519957537,4.008921225,3.702451292,3.81817084,4.072388018,3.544045063,3.343345032,0.263897236,3.326406555,0.381581667,0.016533284,0.10509352,0.090623876,511,0.000525774,-0.01600751,0
776,776,9.224,109.75606,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,17.84,Cornell_Neg_S-26,109.75606:71251 110.75941:0 111.76277:0,,109.87262,4.573480501,2.942506016,3.690776351,3.441327471,2.758862642,2.580977384,3.63861541,3.4839479,3.249081091,3.30435987,2.902834618,4.650108635,4.184287929,3.530121285,3.755069405,2.931741285,4.101715,3.531195679,3.720763824,3.36542136,3.422942741,3.584291476,3.830504052,3.768517692,3.825788831,3.603289096,3.370996391,4.0120663,3.961048186,4.631861534,3.752060222,3.300841536,4.481822291,3.596486252,4.149947042,3.679548937,4.001864736,4.345691645,4.54633904,0.445301951,3.366393464,0.381345479,0.016605928,0.177464048,0.153030177,512,0.000526803,-0.016079125,0
15414,15414,0.134,305.1871,Unknown,[M-H]-,ion correlated with 5534; ion correlated with 36305; ion correlated with 673; ion correlated with 3313; ion correlated with 24001; ion correlated with 24135; ion correlated with 35505; ion correlated with 36083; ion correlated with 38804; ion correlated with 8287; ion correlated with 13515; ion correlated with 888; ion correlated with 2315; ion correlated with 3735; ion correlated with 9371; ion correlated with 10462; ion correlated with 11445; ion correlated with 11456; ion correlated with 12321; ion correlated with 12456; ion correlated with 13778; ion correlated with 13927; ion correlated with 14055; ion correlated with 14426; ion correlated with 14477; ion correlated with 14564; ion correlated with 17067; ion correlated with 17075; ion correlated with 18379; ion correlated with 18671; ion correlated with 20767; ion correlated with 21180; ion correlated with 26036; ion correlated with 26649; ion correlated with 26795; ion correlated with 28539; ion correlated with 28687; ion correlated with 28904; ion correlated with 29795; ion correlated with 30343; ion correlated with 30743; ion correlated with 30829; ion correlated with 31493; ion correlated with 31603; ion correlated with 32492; ion correlated with 32812; ion correlated with 33185; ion correlated with 34135; ion correlated with 34305; ion correlated with 34838; ion correlated with 35150; ion correlated with 35364; ion correlated with 35991; ion correlated with 36155; ion correlated with 37255; ion correlated with 37635; ion correlated with 40049; ion correlated with 12170; ion correlated with 16669; ion correlated with 33733; ion correlated with 24550; ion correlated with 2662; ion correlated with 23107; ion correlated with 11189; ion correlated with 15687; ion correlated with 17844; ion correlated with 30217; ion correlated with 12061; ion correlated with 2282; ion correlated with 2463; ion correlated with 3865; ion correlated with 5564; ion correlated with 5746; ion correlated with 7160; ion correlated with 7367; ion correlated with 8285; ion correlated with 8549; ion correlated with 8691; ion correlated with 8808; ion correlated with 9549; ion correlated with 9678; ion correlated with 9950; ion correlated with 10091; ion correlated with 10304; ion correlated with 10415; ion correlated with 10570; ion correlated with 10851; ion correlated with 12494; ion correlated with 12640; ion correlated with 13207; ion correlated with 13572; ion correlated with 13669; ion correlated with 14843; ion correlated with 15096; ion correlated with 15218; ion correlated with 15364; ion correlated with 15627; ion correlated with 15727; ion correlated with 15779; ion correlated with 16122; ion correlated with 16132; ion correlated with 16936; ion correlated with 17197; ion correlated with 17338; ion correlated with 17474; ion correlated with 17592; ion correlated with 17879; ion correlated with 17993; ion correlated with 18516; ion correlated with 18688; ion correlated with 18841; ion correlated with 18988; ion correlated with 18992; ion correlated with 19384; ion correlated with 19515; ion correlated with 20409; ion correlated with 20634; ion correlated with 21095; ion correlated with 21217; ion correlated with 21479; ion correlated with 22589; ion correlated with 22658; ion correlated with 22954; ion correlated with 23358; ion correlated with 23876; ion correlated with 24007; ion correlated with 24144; ion correlated with 24422; ion correlated with 25060; ion correlated with 25460; ion correlated with 26172; ion correlated with 26721; ion correlated with 27377; ion correlated with 28052; ion correlated with 28556; ion correlated with 28700; ion correlated with 28834; ion correlated with 29242; ion correlated with 29366; ion correlated with 29485; ion correlated with 29603; ion correlated with 29959; ion correlated with 30508; ion correlated with 30665; ion correlated with 31320; ion correlated with 31437; ion correlated with 31543; ion correlated with 31665; ion correlated with 31863; ion correlated with 31981; ion correlated with 32104; ion correlated with 32205; ion correlated with 32392; ion correlated with 32728; ion correlated with 32905; ion correlated with 33005; ion correlated with 33096; ion correlated with 33486; ion correlated with 33595; ion correlated with 33790; ion correlated with 33956; ion correlated with 34046; ion correlated with 34218; ion correlated with 34632; ion correlated with 34788; ion correlated with 34876; ion correlated with 34967; ion correlated with 35370; ion correlated with 35697; ion correlated with 35909; ion correlated with 36092; ion correlated with 36249; ion correlated with 36341; ion correlated with 36400; ion correlated with 36560; ion correlated with 36782; ion correlated with 36937; ion correlated with 37333; ion correlated with 37512; ion correlated with 38289; ion correlated with 38560; ion correlated with 38731; ion correlated with 38886; ion correlated with 39060; ion correlated with 39508; ion correlated with 39921; ion correlated with 40537; ion correlated with 40708; ion correlated with 40792; ion correlated with 41095; ion correlated with 41658; ion correlated with 41813; ion correlated with 42077; ion correlated with 42727; ion correlated with 45730; ion correlated with 46916; ion correlated with 20271; ion correlated with 22288; ion correlated with 26857; ion correlated with 18335; ion correlated with 28584; ion correlated with 24288; ion correlated with 7254; ion correlated with 18215; ion correlated with 26304; ion correlated with 31084; ion correlated with 29942; ion correlated with 5394; ion correlated with 6624; ion correlated with 7659; ion correlated with 8985; ion correlated with 9391; ion correlated with 10623; ion correlated with 10786; ion correlated with 10939; ion correlated with 11608; ion correlated with 11623; ion correlated with 12310; ion correlated with 12879; ion correlated with 13135; ion correlated with 13792; ion correlated with 14077; ion correlated with 14174; ion correlated with 14262; ion correlated with 14331; ion correlated with 14534; ion correlated with 14986; ion correlated with 15282; ion correlated with 15541; ion correlated with 15987; ion correlated with 16277; ion correlated with 16420; ion correlated with 16546; ion correlated with 16805; ion correlated with 16931; ion correlated with 17707; ion correlated with 18112; ion correlated with 18174; ion correlated with 18509; ion correlated with 19123; ion correlated with 19249; ion correlated with 19262; ion correlated with 19265; ion correlated with 19497; ion correlated with 19922; ion correlated with 20044; ion correlated with 20349; ion correlated with 20961; ion correlated with 21610; ion correlated with 23475; ion correlated with 23742; ion correlated with 24688; ion correlated with 24814; ion correlated with 25051; ion correlated with 25188; ion correlated with 25199; ion correlated with 25331; ion correlated with 25452; ion correlated with 25606; ion correlated with 26934; ion correlated with 27003; ion correlated with 27071; ion correlated with 28273; ion correlated with 28402; ion correlated with 28414; ion correlated with 29732; ion correlated with 29851; ion correlated with 30076; ion correlated with 30972; ion correlated with 31202; ion correlated with 31259; ion correlated with 31372; ion correlated with 32478; ion correlated with 32609; ion correlated with 33359; ion correlated with 34644; ion correlated with 35284; ion correlated with 35552; ion correlated with 39963; ion correlated with 40374; ion correlated with 44644; ion correlated with 22167; ion correlated with 19697; ion correlated with 17692; ion correlated with 36364; ion correlated with 36902; ion correlated with 13017; ion correlated with 35319; ion correlated with 1864; ion correlated with 4336; ion correlated with 5265; ion correlated with 5382; ion correlated with 6702; ion correlated with 7305; ion correlated with 8344; ion correlated with 8800; ion correlated with 9364; ion correlated with 9535; ion correlated with 9893; ion correlated with 12114; ion correlated with 15054; ion correlated with 16650; ion correlated with 18054; ion correlated with 19679; ion correlated with 20192; ion correlated with 20835; ion correlated with 21839; ion correlated with 22887; ion correlated with 26998; ion correlated with 27510; ion correlated with 34747; ion correlated with 34864; ion correlated with 45945; ion correlated with 12868; ion correlated with 9793; ion correlated with 20629; ion correlated with 23226; ion correlated with 33132; ion correlated with 17832; ion correlated with 6385; ion correlated with 14714; ion correlated with 20700; ion correlated with 26430; ion correlated with 27660; ion correlated with 6237; ion correlated with 8213; ion correlated with 9616; ion correlated with 9663; ion correlated with 10650; ion correlated with 11719; ion correlated with 14444; ion correlated with 14496; ion correlated with 14692; ion correlated with 14786; ion correlated with 15622; ion correlated with 16478; ion correlated with 16531; ion correlated with 20503; ion correlated with 22588; ion correlated with 22651; ion correlated with 23730; ion correlated with 25406; ion correlated with 25745; ion correlated with 25903; ion correlated with 26500; ion correlated with 26546; ion correlated with 27502; ion correlated with 27599; ion correlated with 29167; ion correlated with 29422; ion correlated with 29543; ion correlated with 32175; ion correlated with 32437; ion correlated with 32651; ion correlated with 33643; ion correlated with 34676; ion correlated with 35891; ion correlated with 36522; ion correlated with 36548; ion correlated with 38462; ion correlated with 39867; ion correlated with 5932; ion correlated with 6094; ion correlated with 6230; ion correlated with 24945; ion correlated with 2762; ion correlated with 2891; ion correlated with 3635; ion correlated with 4042; ion correlated with 4605; ion correlated with 4805; ion correlated with 6882; ion correlated with 6922; ion correlated with 8404; ion correlated with 10799; ion correlated with 11640; ion correlated with 12483; ion correlated with 12631; ion correlated with 12823; ion correlated with 13508; ion correlated with 13656; ion correlated with 14556; ion correlated with 14833; ion correlated with 15277; ion correlated with 15346; ion correlated with 15515; ion correlated with 15676; ion correlated with 15938; ion correlated with 15980; ion correlated with 16607; ion correlated with 17182; ion correlated with 17406; ion correlated with 17467; ion correlated with 17527; ion correlated with 17578; ion correlated with 17781; ion correlated with 17788; ion correlated with 18441; ion correlated with 18496; ion correlated with 19063; ion correlated with 19111; ion correlated with 19838; ion correlated with 19893; ion correlated with 21030; ion correlated with 21081; ion correlated with 21158; ion correlated with 21205; ion correlated with 21755; ion correlated with 21898; ion correlated with 23541; ion correlated with 23544; ion correlated with 24414; ion correlated with 25269; ion correlated with 25535; ion correlated with 26297; ion correlated with 27127; ion correlated with 27233; ion correlated with 27649; ion correlated with 27786; ion correlated with 27864; ion correlated with 27916; ion correlated with 27992; ion correlated with 28042; ion correlated with 29094; ion correlated with 29225; ion correlated with 29297; ion correlated with 29844; ion correlated with 29901; ion correlated with 29943; ion correlated with 31811; ion correlated with 31923; ion correlated with 32093; ion correlated with 32143; ion correlated with 32198; ion correlated with 32857; ion correlated with 32858; ion correlated with 32893; ion correlated with 33632; ion correlated with 33685; ion correlated with 33744; ion correlated with 33780; ion correlated with 34016; ion correlated with 34174; ion correlated with 34397; ion correlated with 35247; ion correlated with 35292; ion correlated with 35399; ion correlated with 35658; ion correlated with 36220; ion correlated with 36312; ion correlated with 37370; ion correlated with 37670; ion correlated with 38594; ion correlated with 41458; ion correlated with 42969; ion correlated with 6712; ion correlated with 20562; ion correlated with 30362; ion correlated with 6241; ion correlated with 24139; ion correlated with 20557; ion correlated with 28971; ion correlated with 3439; ion correlated with 3585; ion correlated with 3731; ion correlated with 8539; ion correlated with 13174; ion correlated with 14398; ion correlated with 18826; ion correlated with 18973; ion correlated with 21325; ion correlated with 21745; ion correlated with 22031; ion correlated with 22094; ion correlated with 22153; ion correlated with 26158; ion correlated with 27448; ion correlated with 30153; ion correlated with 30427; ion correlated with 32546; ion correlated with 32860; ion correlated with 35878; ion correlated with 37547; ion correlated with 37957; ion correlated with 38040; ion correlated with 38178; ion correlated with 22973; ion correlated with 22386; ion correlated with 20113; ion correlated with 25340; ion correlated with 22816; ion correlated with 25758; ion correlated with 18220; ion correlated with 21772; ion correlated with 26044; ion correlated with 22397; ion correlated with 25197; ion correlated with 3856; ion correlated with 6365; ion correlated with 7359; ion correlated with 8680; ion correlated with 9944; ion correlated with 25808; ion correlated with 28349; ion correlated with 30899; ion correlated with 31135; ion correlated with 32657; ion correlated with 33303; ion correlated with 33535; ion correlated with 33941; ion correlated with 33988; ion correlated with 14450; ion correlated with 23602; ion correlated with 21333; ion correlated with 22045; ion correlated with 11769; ion correlated with 20850; ion correlated with 2813; ion correlated with 2937; ion correlated with 3062; ion correlated with 6354; ion correlated with 6576; ion correlated with 6777; ion correlated with 7432; ion correlated with 8895; ion correlated with 10056; ion correlated with 10165; ion correlated with 10225; ion correlated with 10375; ion correlated with 10534; ion correlated with 13123; ion correlated with 13336; ion correlated with 18100; ion correlated with 19374; ion correlated with 20403; ion correlated with 21472; ion correlated with 23222; ion correlated with 23347; ion correlated with 28113; ion correlated with 28222; ion correlated with 30015; ion correlated with 31024; ion correlated with 33043; ion correlated with 8427; ion correlated with 11525; ion correlated with 5866; ion correlated with 10334; ion correlated with 11258; ion correlated with 12252; ion correlated with 13498; ion correlated with 13649; ion correlated with 13774; ion correlated with 16065; ion correlated with 16355; ion correlated with 19200; ion correlated with 22277; ion correlated with 24487; ion correlated with 32145,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.08,Cornell_Neg_QC100_1,305.1871:209453 306.19045:86459 307.19381:0,,328.27676,4.005732225,4.130105262,3.673468998,3.614700762,3.155662994,2.698676014,4.433706978,4.246341217,3.765940058,3.145161817,4.588356323,3.432457117,4.331319988,4.481573282,3.628606298,4.144866636,5.419968202,2.904040301,4.315396902,3.25711333,4.306704928,3.969848392,3.799421517,5.342963371,4.825792873,4.282539316,4.18491806,3.512437013,4.130232983,4.725135264,4.940581226,4.920332072,4.590590254,3.801154065,3.811610031,4.942548723,5.020767208,3.566084996,4.01921318,0.561208086,3.686949633,0.381205459,0.01664912,0.223751692,0.192944775,514,0.000528861,-0.016120259,0
16741,16741,9.57,323.56989,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,341.81,Cornell_Neg_S-01,323.56989:35911 324.57324:0 325.5766:0,,350.11984,4.586604824,4.792213032,4.319668091,5.608924845,4.479798374,4.139963564,4.797907774,5.034205184,5.286430645,5.121605799,5.508776759,4.319329169,5.735861872,4.692273942,5.012750779,4.930882838,4.81377441,5.312071521,5.085336967,5.074628132,5.243090161,5.996531591,4.587323631,5.436440952,5.734451775,4.797312561,5.700001964,5.339722666,4.267868995,5.209997296,5.473843748,5.084358182,5.393383896,5.957649661,5.298958909,5.251509251,5.336596805,5.161071383,5.652817126,0.404254578,4.816732213,0.381060466,0.016693946,0.161246631,0.13904563,516,0.000530919,-0.016163027,0
9007,9007,2.169,217.00346,Unknown,[M-H]-,,0.289,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.18,Cornell_Neg_Blank3_R2,217.00346:2299934 218.00681:149766 219.01017:26799,,230.86993,5.610050339,5.651519814,5.620534756,5.433094273,5.195400065,5.49807542,5.603075053,5.553568717,5.413064947,5.343845623,5.328645604,4.957123404,5.491107347,5.381111469,5.323386185,5.505678275,5.193166355,5.474075606,5.491353989,5.485083709,5.305321269,5.259683452,5.382593317,4.911384022,5.407141815,5.404619081,4.934306511,5.399324069,5.334606532,5.197684333,5.303421789,5.645531321,5.352742879,5.126527516,5.278588995,5.26142109,5.120572286,5.410218616,5.749434446,-0.167538236,5.492222901,-0.381057724,0.016694795,0.066827205,0.057626201,517,0.000531948,-0.016162847,0
36429,36429,10.223,651.40723,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.13,Cornell_Neg_S-15,651.40723:77093 652.41058:0 653.41394:0,,702.37299,4.92737573,4.384025504,3.953821496,5.27671105,3.78103678,3.16952597,3.579725427,3.552704149,5.150694142,3.57898377,3.305502542,3.919114397,4.038961927,3.576590827,3.642577859,4.086379487,3.185226369,5.187832276,3.466142259,4.011624634,4.138839312,3.614210981,3.287272902,3.829778556,3.214241369,3.880531351,3.54096019,4.160935159,3.099396767,3.459279475,3.580159427,3.633253799,3.763520984,3.618899145,3.483110318,3.165252906,3.459917433,3.291025812,3.304202741,-0.482193464,4.135460402,-0.381001838,0.0167121,0.192369047,0.165883003,518,0.000532977,-0.016179124,0
37167,37167,1.699,670.526,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,740.61,Cornell_Neg_S-17,670.526:73737 671.52935:0 672.53271:0,,720.35901,3.710439612,5.740117441,3.386647909,3.822353642,3.849805731,3.848531665,3.656271197,3.921310601,2.837121743,4.105275687,3.81988265,3.391018394,3.681154133,2.994564142,3.20445646,3.306330379,4.206352924,3.430644947,3.215135018,3.495929009,3.225209214,3.507949851,3.968359307,3.608730677,3.608166215,2.774502759,3.413452721,3.512281017,3.488049581,3.854558569,3.794445324,3.621696904,3.382874383,3.170775181,2.822699628,3.482039041,3.556604485,3.569142847,3.493911729,-0.418790368,3.887787523,-0.380994142,0.016714485,0.167078598,0.144074632,519,0.000534006,-0.016180479,0
33308,33308,1.839,578.03906,Unknown,[M-H]-,,0.044,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,1480.3,Cornell_Neg_S-15,578.03906:292169 579.04241:0 580.04577:0,,625.12988,3.299780033,3.640816066,2.928949801,3.110711629,3.218017672,3.686986532,3.424737785,3.386221264,2.47972395,3.297145702,3.755415382,3.633047221,3.588205375,3.890128631,3.360215271,3.710889298,3.862420159,4.005716994,3.890705266,3.082109577,3.116302696,3.674071773,3.538968363,3.153424342,3.550854783,3.763453603,4.73269123,4.560574971,3.093663229,3.69150925,3.454185359,3.581222894,2.703549393,3.432252415,3.557318645,3.713978838,3.556449679,3.62541099,3.376422695,0.361489519,3.247309043,0.380480695,0.016874204,0.144445765,0.124557966,520,0.000535034,-0.016339169,0
20949,20949,9.835,382.31964,Unknown,[M-H]-,ion correlated with 22906; ion correlated with 14316; ion correlated with 19439; ion correlated with 28148; ion correlated with 38662; ion correlated with 17570; ion correlated with 44710; ion correlated with 19321; ion correlated with 34699; ion correlated with 36050; ion correlated with 38137; ion correlated with 45080; ion correlated with 19037,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.78,Cornell_Neg_S-03_R2,382.31964:66918 383.32299:0 384.32635:0,,411.11435,4.070726023,4.15467563,4.616380978,4.134994069,4.459752439,5.053138011,4.965535645,4.068315759,3.40991156,4.395291438,4.270663458,3.353810731,3.770840853,4.325766485,4.233224626,4.405235339,3.931828922,3.983454604,3.175131112,3.872295922,4.218634822,3.045847787,4.171331461,4.450604503,3.625162408,4.411678618,4.065022971,4.218312261,3.878854185,4.062783793,3.677094756,3.884575459,4.435685138,4.023966253,4.314088528,3.914366622,3.547522068,4.050457095,3.050915316,-0.389108152,4.332872155,-0.380458929,0.016881003,0.155492155,0.134083451,521,0.000536063,-0.01634494,0
6841,6841,9.288,189.12881,Unknown,[M-H]-,ion correlated with 10300; found in higher mz's MsMs_18392; found in higher mz's MsMs_18409; found in higher mz's MsMs_19773; found in higher mz's MsMs_39998; found in higher mz's MsMs_39993; similar chromatogram in higher mz_21655; found in higher mz's MsMs_40402; found in higher mz's MsMs_40968; found in higher mz's MsMs_40251; found in higher mz's MsMs_40215; found in higher mz's MsMs_10300; found in higher mz's MsMs_42968; found in higher mz's MsMs_39900; found in higher mz's MsMs_35582; found in higher mz's MsMs_25384; found in higher mz's MsMs_30189; found in higher mz's MsMs_24453; found in higher mz's MsMs_24456,0.644,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,55.16,Cornell_Neg_S-01,189.12872:1844523 190.13207:339865 191.13543:0,50.69061:8645 52.40222:10198 67.05546:467022 72.2486:8320 81.03426:9289 81.07133:45317 93.46236:9150 95.05002:17327 97.06605:12524 106.04253:34412 107.05016:12942 108.05808:17430 109.06612:100456 111.08196:11388 119.05009:22214 120.05846:25671 121.06644:53340 123.08108:11495 133.06644:20230 134.07401:26936 135.08173:126152 147.08235:16693 147.11969:8453 148.0896:55223 159.08118:13429 160.08963:38150 161.09747:10693 171.11833:107645 173.06375:38657 173.09709:11464 174.10564:92341 187.11313:272542 189.12875:5575324,200.13901,3.916152091,3.784521445,3.991882427,3.825921553,3.274482961,3.575977819,3.532384816,2.886407085,3.114970852,3.116410435,3.932078146,4.284264182,4.172398578,4.51431527,4.210755631,3.870032307,4.21181443,4.701039392,4.173019519,4.358920497,3.902866921,4.023110883,4.287815242,4.525661999,3.61111609,3.853714266,3.174557977,4.16364113,3.77652317,3.788555511,3.560639348,3.63483965,3.479866203,3.542451097,2.98467248,3.375042195,3.616763518,3.62897304,3.294363218,0.382703055,3.501911148,0.380415722,0.016894506,0.152952913,0.13189382,522,0.000537092,-0.016357414,0
30486,30486,9.252,526.49384,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,601.4,Cornell_Neg_S-04_R2,526.49384:87195 527.49719:0 528.50055:0,,561.27203,3.132319549,3.467182808,3.529173251,3.521678125,3.338965387,3.578475729,3.632824293,2.987953677,3.674932321,2.907178661,3.611312309,3.777137467,3.680848223,3.689967295,3.559839516,3.712986563,3.261767504,3.690126815,3.59434875,2.920280543,3.285444037,3.389810347,3.693279911,4.961243068,3.675879095,4.02894751,3.798936801,3.589616879,4.790805724,3.85301157,3.920889953,3.664105897,5.290891219,3.36755983,3.676282283,4.969758274,3.632887686,3.73628844,5.06479107,0.481174536,3.37706838,0.380409213,0.016896541,0.192312338,0.165834102,523,0.000538121,-0.01635842,0
33389,33389,2.826,579.2818,Unknown,[M-H]-,,0.3,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.07,Cornell_Neg_S-29,579.2818:137033 580.28515:0 581.28851:0,,627.24829,3.863147291,5.132989306,4.859534568,5.084048728,4.570813975,4.77413962,3.718515307,3.343668078,4.944817376,5.002117737,3.414017346,5.237135138,4.541027836,4.46450599,4.764934178,5.573291179,4.732277128,3.060543527,4.166820873,3.668196212,4.486626554,4.76890067,4.447103741,3.016860349,3.29680758,3.692277073,3.886636012,3.464072389,3.587795774,3.770134209,3.493671647,3.474779595,3.125595214,3.887490134,3.810923098,3.299392194,3.630357117,3.59263783,2.503919598,-0.637698847,4.529379198,-0.3802595,0.016943406,0.254988156,0.219880494,524,0.00053915,-0.016404256,0
24541,24541,2.266,436.90677,Unknown,[M-H]-,,0.211,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,1186.69,Cornell_Neg_S-01,436.90677:1581499 437.91012:143353 438.91348:425418,59.01397:263827 60.72333:9583 77.38538:10381 83.58308:9361 141.01736:188731 142.97546:282356 156.99109:256739 180.06747:14430 218.02281:577988 304.05988:9642 431.7157:11679,465.30789,7.087422622,7.071528281,6.681907955,6.913467179,7.039790464,7.046853495,7.137419472,6.918481601,6.806535882,6.942783383,6.275146015,6.390507664,6.667587143,6.443112641,6.758955736,6.87883775,6.382994456,6.7967054,6.813775544,6.800694195,6.752721697,6.821725907,6.642887035,6.214829018,7.010853329,7.083299203,6.496601452,6.929264315,6.83616151,6.634340612,6.907439148,6.908226751,7.039478465,6.954500187,6.836910081,6.961489176,6.754424178,7.005018051,7.101949606,-0.202535024,6.964619033,-0.380072064,0.017002234,0.081031674,0.069874949,525,0.000540179,-0.016462055,0
45029,45029,13.499,873.03406,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.52,Cornell_Neg_QC100_1,873.03406:83387 874.03741:0 875.04077:0,,961.24567,2.613534447,3.605114513,3.232036993,3.880947804,3.592863215,3.357973933,3.595579951,3.14936832,2.865753871,3.628957539,3.560857968,3.857972653,3.681750089,3.142589549,3.478350409,3.001696213,3.812333152,3.607757982,3.647863446,3.774146811,3.652563319,3.814568542,3.384069953,4.245701639,4.662583392,2.992335326,3.705609567,3.651309441,3.735469955,4.830883394,3.633665046,3.647180429,3.78456796,3.794558453,3.797605733,3.543998657,3.80636757,3.662363758,3.55877065,0.353631461,3.352213059,0.380044278,0.017010969,0.141495517,0.122013919,526,0.000541208,-0.016469761,0
9822,9822,15.179,227.14053,Unknown,[M-H]-,similar chromatogram in higher mz_20003; similar chromatogram in higher mz_19782; similar chromatogram in higher mz_18390; similar chromatogram in higher mz_19517,0.011,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.4,Cornell_Neg_S-28,227.14053:873573 228.14388:171882 229.14724:0,50.57939:8113 82.06631:158071 84.08205:75707 98.06136:19232 112.07709:38106 114.05626:384244 155.43004:8967 168.21741:8829 183.15108:46136 183.17598:26441 227.14062:795919 227.16528:46047 227.20026:90991,242.10895,3.424920635,3.200478137,4.138051111,4.352508278,2.725420497,2.931435166,4.658391335,4.394680347,4.047875431,4.764424489,3.883717044,4.75518477,4.732269083,4.594501985,3.936998624,4.014495465,4.047463784,3.64529536,3.827183035,4.11877711,4.119512914,4.263311167,4.070278048,4.867508735,4.053567123,4.266611266,4.346217976,4.616895426,4.195705508,3.720403147,4.200686413,4.268380727,4.817902362,4.538229596,4.89796505,4.095103454,4.47839332,4.608250117,4.901229398,0.44245863,3.863818543,0.379937294,0.017044638,0.177095434,0.152712315,527,0.000542237,-0.016502401,0
