,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-03_LCC_PS,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-01_LMT_PS_PMM,1_Cornell_Pos_S-04_LMT_PS_PMM,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-13_O,1_Cornell_Pos_S-14_LMH_PS_PMM,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-19_LMH_PS_PMM,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-23_O,1_Cornell_Pos_S-25_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-33_O,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-38_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-42_LMT_LMH_PS_PMM,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
24896,24896,14.012,442.15298,"w/o MS2:NCGC00169614-02_C24H21N5O4_(1S,3S,12S,14R,27S)-12-Hydroxy-1,3-dimethyl-2,5,15,23,25-pentaazaheptacyclo[12.10.2.1~2,5~.0~6,11~.0~12,27~.0~15,24~.0~17,22~]heptacosa-6,8,10,17,19,21,23-heptaene-4,16,26-trione",[M-H]-,,0.078,FALSE,,442.15201,C24H21N5O4,Quinazolines,YYLAARMDRFESOL-CVAYNVNESA-N,C[C@@H]1N2[C@H]3N(C1=O)C4=C(C=CC=C4)[C@@]3(O)C[C@H]5N6C(=O)C7=C(C=CC=C7)\N=C6/[C@@]2(C)NC5=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,95.2,,,,,13.8,Cornell_Neg_S-24,442.15298:171867 443.15633:97585 444.15969:0,,471.03421,5.716102719,5.62129471,5.048791274,4.444177979,4.349799728,5.294776955,4.054633512,4.900976862,5.142636581,4.242901535,4.313687984,4.47516979,4.854785627,4.521876541,5.56472227,4.423900919,4.25379823,5.65803241,4.80446997,4.234818185,4.283595183,4.442897226,3.998848483,3.567962562,3.557573921,2.820018787,2.786890023,3.180192006,3.543026374,3.836012983,4.553868188,4.669721228,3.717352825,3.329149109,3.724868364,3.479406426,3.925169329,3.423583134,4.287924837,-1.029904582,5.20759167,-0.419149241,0.007908156,0.366753071,0.347436529,342,0.000351881,-0.007556275,0
36269,36269,10.069,647.38092,"w/o MS2:(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aS,14bR)-8a-carboxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",[M-H]-,,0.222,TRUE,,647.38013,C36H56O10,Triterpene saponins,DYFUVQSGLMQLRX-CGBUBQHTSA-N,O=C(O)C1OC(OC2CCC3(C)C4CC=C5C6CC(C)(C)CCC6(C(=O)O)CCC5(C)C4(C)CCC3C2(C)CO)C(O)C(O)C1O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.1,,,,,29.11,Cornell_Neg_S-09,647.38092:1150298 648.38427:397139 649.38763:156271,73.50117:9288 88.18443:8992 126.89173:8558 135.08295:10228 175.65005:9362 179.07059:11552 189.12831:56973 233.11923:11043 238.40582:9550 243.17403:15051 277.15848:11839 287.16534:14245 287.20221:112616 331.19269:120404 349.20148:87707,698.93127,4.98397115,5.184190142,5.247790432,3.674618676,5.311905855,3.794407618,3.121098907,5.460515977,3.112747423,3.390590933,3.510430855,4.159316259,3.658008532,5.913210453,4.478214373,4.049781439,3.309939735,3.667615611,4.742528751,2.630514495,3.420756727,3.438293871,3.022062553,3.657458369,3.412753938,3.640131318,3.654159836,3.87187104,3.481625084,3.286779393,3.412005239,3.331870922,3.541967541,3.109329949,3.466505623,2.11874451,3.025669302,3.05356541,3.37857303,-1.125929718,4.7726426,-0.419131362,0.007911088,0.400968749,0.379850099,343,0.00035291,-0.007558178,0
27538,27538,13.258,481.16199,Unknown,[M-H]-,similar chromatogram in higher mz_30697,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.05,Cornell_Neg_S-42_R2,481.16199:65555 482.16534:0 483.1687:0,,511.35059,7.007416385,6.970210103,6.254547352,7.377211221,7.300596036,6.94548119,7.373812873,7.420913887,7.715738122,6.535124231,7.02421074,7.350422128,7.003234882,7.540931556,7.17321352,6.878802818,6.569045314,7.353905397,7.520729445,7.378635898,7.043560259,7.804163349,7.636449149,7.395171706,7.676036762,7.474109237,7.578113659,7.426940415,7.607984465,7.721892497,7.742594368,7.739295589,7.661764683,7.593418374,7.862594414,7.605842635,7.722191836,7.567582578,7.631194399,0.514102261,6.902346265,0.418988527,0.007934544,0.183159022,0.173512208,344,0.000353939,-0.007580605,0
42295,42295,2.128,791.32477,Unknown,[M-H]-,ion correlated with 43381,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,30.73,Cornell_Neg_S-34,791.32477:127296 792.32812:0 793.33148:0,,856.29901,4.283468314,4.14703748,4.649495498,4.464920528,3.585899431,3.181434687,2.706913416,3.757710406,3.606386407,3.348621884,3.035190401,3.873012736,3.610294922,3.489611061,4.516601472,4.354268849,3.602185657,3.791853922,4.068630775,3.25643419,3.709505089,4.31782281,3.45982763,3.706085749,3.955952263,4.032500683,3.538424186,3.36178344,4.401471244,4.220758662,4.406234738,3.364275703,3.6630667,3.603625501,4.222741331,4.445601451,3.935050841,3.511167957,4.054778058,-0.623495476,4.386230455,-0.418654885,0.007989566,0.222347205,0.210636385,345,0.000354967,-0.007634598,0
9166,9166,2.866,218.12326,Unknown,[M-H]-,,0.122,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.72,Cornell_Neg_S-28,218.12326:177056 219.12661:0 220.12997:0,,232.92531,4.023946131,3.412061732,5.239419068,3.658825448,3.620317548,3.724167672,3.338846663,3.76372967,3.267262985,3.554702443,2.739541887,3.91781439,2.809754391,3.696112626,3.9925853,2.678809015,2.823874735,2.693607999,3.694829597,3.867096624,3.503174809,2.438939349,2.995282625,3.623727709,3.287638264,3.019178757,3.579147752,3.221011228,3.887409576,3.812934105,3.830558979,3.266789186,3.756869794,3.417919151,3.483084088,2.798780831,3.522097526,3.480383086,3.687811886,-0.689397602,4.083563095,-0.418610249,0.007996952,0.24588061,0.232930308,346,0.000355996,-0.007640955,0
25277,25277,2.729,447.99268,Unknown,[M-H]-,ion correlated with 43944; ion correlated with 27273; ion correlated with 30913; ion correlated with 15585; ion correlated with 23484; ion correlated with 28921; ion correlated with 38389,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.14,Cornell_Neg_S-15,447.99268:568351 448.99603:0 449.99939:172525,,477.0029,2.786115565,3.413261722,3.393747335,3.028712442,3.776999036,3.615650439,4.182128945,3.283178475,3.493752657,3.817195692,3.781234271,3.712455942,2.669982637,3.7335321,3.37203081,3.794235409,3.683884731,3.730337588,3.612754223,3.327405715,3.408333304,3.984064228,3.399215307,3.641437272,3.887951333,3.607344398,3.248525257,3.688588112,3.511804601,2.753747209,3.861565826,4.009167815,4.031950903,3.781014087,3.80580963,4.059142547,3.701883597,3.717459661,3.399168226,0.475538791,3.155459266,0.418406715,0.008030705,0.169705736,0.160767494,347,0.000357025,-0.00767368,0
12472,12472,1.808,262.75778,Unknown,[M-H]-,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.74,Cornell_Neg_S-22,262.75778:75076 263.76113:0 264.76449:0,,282.15643,5.450765488,5.431132883,5.160927494,6.258817284,5.976999176,5.142503657,5.835280175,6.604294001,7.444628842,6.655063868,6.788271486,6.774400859,5.461878031,5.289646914,6.722561082,5.975066296,5.991940744,7.384550084,7.166893203,6.561758651,5.872252448,5.850844348,6.275642191,6.392965359,6.546197682,6.780760096,6.447424885,6.511823291,6.633439518,6.41046215,6.789957947,6.869899111,6.064177105,6.247194027,5.696578285,7.082828026,6.499761497,6.805395568,5.916568692,0.809443764,5.575410787,0.41826198,0.008054781,0.288987718,0.273767005,348,0.000358054,-0.007696727,0
2713,2713,2.826,133.05063,w/o MS2:DEOXYRIBOSE,[M-H]-,,0.044,FALSE,,133.05,C5H10O4,Beta-hydroxy aldehydes,ASJSAQIRZKANQN-UHFFFAOYSA-N,C(C=O)C(C(CO)O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98,,,,,10.52,Cornell_Neg_S-01,133.05063:939680 134.05398:0 135.05734:736910,,137.59132,2.692258254,3.117048657,3.082033445,3.367220427,3.583207325,4.240401536,3.664974944,3.51535859,3.231474102,3.878199059,3.729269917,2.742917504,3.450579203,2.995568488,3.481606216,3.92981003,3.530770264,3.249793276,3.13397908,3.93340584,2.802323079,3.692987309,3.448728878,3.253279387,3.749981029,3.779356941,3.561873388,3.311084269,3.513080163,3.309376118,3.544365388,3.638324216,3.645473775,3.718051338,3.838487247,3.424502808,3.595530537,3.462512053,3.601885828,0.454860351,3.064640196,0.418111174,0.008079933,0.162465292,0.153908396,349,0.000359083,-0.00772085,0
43014,43014,1.773,811.10608,Unknown,[M-H]-,ion correlated with 17331; ion correlated with 16405; ion correlated with 20267; ion correlated with 25614; ion correlated with 23867; ion correlated with 16121; ion correlated with 22336; ion correlated with 7855; ion correlated with 15990; ion correlated with 22464; ion correlated with 24002; ion correlated with 31083; ion correlated with 31313; ion correlated with 39925; ion correlated with 44166; ion correlated with 32784; ion correlated with 13522; ion correlated with 25687; ion correlated with 47214; ion correlated with 16360; ion correlated with 29663; ion correlated with 37478; ion correlated with 36553; ion correlated with 15693; ion correlated with 23477; ion correlated with 33696; ion correlated with 33787; ion correlated with 33867; ion correlated with 35593; ion correlated with 35993; ion correlated with 37382; ion correlated with 40870; ion correlated with 42184; ion correlated with 42255; ion correlated with 27375; ion correlated with 18627; ion correlated with 7368; ion correlated with 30832; ion correlated with 30974; ion correlated with 36601; ion correlated with 13439; ion correlated with 21036; ion correlated with 35404; ion correlated with 38384; ion correlated with 42406; ion correlated with 46058; ion correlated with 31821; ion correlated with 36756; ion correlated with 16758; ion correlated with 30661; ion correlated with 34606; ion correlated with 35071; ion correlated with 36831; ion correlated with 25449; ion correlated with 30023; ion correlated with 6578; ion correlated with 7085; ion correlated with 46962; ion correlated with 26374; ion correlated with 28484; ion correlated with 47449; ion correlated with 19334; ion correlated with 36208,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.01,Cornell_Neg_S-49,811.10608:64916 812.10943:0 813.11279:0,,879.50232,4.145396548,4.629277473,3.561435276,3.405169533,3.820703884,3.471284386,3.582729783,3.517625898,3.699426023,3.745495298,3.434378855,2.950891709,3.544554016,3.885949539,3.695887289,3.290613137,3.645354637,3.727859738,4.122356329,3.474820509,3.699248925,3.118684406,3.62134138,3.333161827,3.56710022,3.31158285,3.480902389,3.411545866,3.289798068,3.562020881,3.448001711,3.558029918,3.067410688,3.146376743,3.22064552,3.291741061,3.148863935,3.678427909,3.892531688,-0.436538364,3.935319708,-0.418053521,0.008089567,0.155947172,0.14773358,350,0.000360112,-0.007729455,0
16058,16058,1.816,313.79575,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,322.11,Cornell_Neg_S-22_R2,313.79575:63312 314.7991:0 315.80246:0,,339.18158,3.320020426,3.937764426,3.702464782,4.123228427,5.411361878,4.177550928,4.111084373,5.205915948,4.449177452,5.14129296,4.284216354,4.848684731,3.312018045,6.779888207,5.367853304,4.57294127,4.507403808,5.139671331,3.464434428,5.243713863,4.006684753,5.976012318,4.404277669,4.65956948,5.38286588,4.372451701,5.116436715,5.178247238,5.692497052,5.149690113,4.352846264,4.411198674,4.662327522,5.791691701,4.676245369,3.978310147,4.438906086,5.354756515,4.142878579,1.022419132,3.770869515,0.417810098,0.00813035,0.365502659,0.346251975,351,0.000361141,-0.007769209,0
33925,33925,1.675,590.16345,Unknown,[M-H]-,,0.733,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,80.55,Cornell_Neg_S-42,590.16345:1637398 591.1668:315290 592.17016:232047,,641.091,4.717141873,4.770774715,4.236040674,4.727838005,4.911682175,4.831421817,4.902076356,4.872485512,5.166983361,4.82736281,4.703463342,4.901322072,4.911021704,4.341771097,4.954382426,4.876440129,4.821369395,4.700396488,4.925090246,4.406642355,4.795699313,4.899475774,4.844073137,5.146165259,5.083215862,5.006277736,4.784182067,4.613815404,5.011498549,4.937149137,4.963395841,5.010503484,5.131183832,4.941829335,5.066696688,5.185467075,5.09873196,4.858510129,4.970516562,0.28425971,4.612948817,0.417714432,0.008146426,0.101647654,0.096293967,352,0.00036217,-0.007784256,0
30373,30373,2.15,525.10352,Unknown,[M-H]-,,0.156,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.85,Cornell_Neg_S-23_R2,525.10352:321009 526.10687:207373 527.11023:0,,559.22961,3.804559164,3.063680423,2.948796598,2.316330969,3.508267124,3.174313508,3.787266762,3.758357343,3.561587968,3.357337222,3.403264985,3.500260361,3.573549885,3.780281198,3.81402332,3.354496662,3.493222722,3.723311784,3.718986995,3.230512801,4.314510069,3.629203561,3.656529493,4.662824899,3.307054225,3.938483703,3.721784166,4.732580187,3.688892387,2.981658549,2.887328651,3.781678725,3.917089608,3.923929165,3.51309608,3.59330826,3.561359045,4.811969986,3.722557102,0.654797597,3.033341788,0.41747171,0.008187336,0.234312185,0.221971181,353,0.000363199,-0.007824138,0
10600,10600,1.803,237.32912,Unknown,[M-H]-,ion correlated with 29937; ion correlated with 41555; ion correlated with 46778; ion correlated with 48551; ion correlated with 43168; ion correlated with 16250; ion correlated with 36231; ion correlated with 37610; ion correlated with 47456; ion correlated with 19248; ion correlated with 20773; ion correlated with 39769; ion correlated with 47523; ion correlated with 36148; ion correlated with 47966; ion correlated with 22387; ion correlated with 25971; ion correlated with 17326; ion correlated with 25589; ion correlated with 34635; ion correlated with 47062; ion correlated with 48441; ion correlated with 43570; ion correlated with 25453; ion correlated with 45615; ion correlated with 17568; ion correlated with 21446; ion correlated with 40045; ion correlated with 46790,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.03,Cornell_Neg_S-22,237.32912:63755 238.33247:0 239.33583:0,,253.09351,4.205581306,4.003091003,3.639706714,4.060735603,4.15650371,4.612529561,4.783417827,3.980279695,4.720353658,4.371474246,4.531383106,4.223513969,4.186902813,6.672389846,4.349300342,4.42662637,4.063802309,4.255665884,6.778436597,5.365688238,5.786032325,6.125997883,5.853910441,6.773801396,6.516475481,5.329668339,5.875078924,6.761592859,5.367704335,6.349947398,5.008615074,6.050451102,6.447654627,5.664610953,4.311484435,5.406618517,5.272144578,4.615806349,6.305438972,1.317044262,3.977278657,0.417330452,0.008211226,0.471483125,0.446650548,354,0.000364228,-0.007846999,0
44710,44710,9.837,863.50909,Unknown,[M-H]-,ion correlated with 22906; ion correlated with 14316; ion correlated with 19439; ion correlated with 20949; ion correlated with 28148; ion correlated with 38662; ion correlated with 17570; ion correlated with 19321; ion correlated with 34699; ion correlated with 36050; ion correlated with 38137; ion correlated with 45080; ion correlated with 19037,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,16.84,Cornell_Neg_S-03_R2,863.50909:63092 864.51244:0 865.5158:0,,947.34351,4.35090752,4.189355095,4.566649579,3.368279677,3.224273784,3.262129518,3.566438934,4.219349715,3.05842989,3.515785072,3.152014915,3.861609011,4.29016822,3.335439407,3.934203271,4.089522685,3.673780137,2.662865107,4.325235694,3.642854906,3.46677964,3.172853217,2.92444785,3.192606618,3.39605242,3.70304454,2.525636065,2.620673901,2.838959916,3.7365608,3.236213833,3.698031657,3.389544647,3.273483438,3.541105344,3.58197702,3.488980361,2.448945292,3.536395268,-0.702043908,4.118797968,-0.417316125,0.008213652,0.251332187,0.238094756,355,0.000365256,-0.007848396,0
27377,27377,0.139,479.03479,Unknown,[M-H]-,ion correlated with 673; ion correlated with 24001; ion correlated with 24135; ion correlated with 38804; ion correlated with 8287; ion correlated with 13515; ion correlated with 888; ion correlated with 2315; ion correlated with 3735; ion correlated with 5047; ion correlated with 10462; ion correlated with 11445; ion correlated with 11456; ion correlated with 12456; ion correlated with 13778; ion correlated with 13927; ion correlated with 14055; ion correlated with 14426; ion correlated with 14477; ion correlated with 14564; ion correlated with 15414; ion correlated with 17067; ion correlated with 17075; ion correlated with 18350; ion correlated with 18379; ion correlated with 18671; ion correlated with 20767; ion correlated with 26036; ion correlated with 26649; ion correlated with 26795; ion correlated with 28539; ion correlated with 28687; ion correlated with 28904; ion correlated with 30743; ion correlated with 30829; ion correlated with 31493; ion correlated with 31603; ion correlated with 32492; ion correlated with 32812; ion correlated with 34305; ion correlated with 34838; ion correlated with 35150; ion correlated with 36155; ion correlated with 40049; ion correlated with 12170; ion correlated with 16669; ion correlated with 33733; ion correlated with 24550; ion correlated with 2662; ion correlated with 23107; ion correlated with 11189; ion correlated with 15687; ion correlated with 17844; ion correlated with 30217; ion correlated with 12061; ion correlated with 5564; ion correlated with 7160; ion correlated with 7367; ion correlated with 8285; ion correlated with 8549; ion correlated with 8691; ion correlated with 8808; ion correlated with 9549; ion correlated with 9678; ion correlated with 9950; ion correlated with 10091; ion correlated with 10304; ion correlated with 10415; ion correlated with 10570; ion correlated with 10851; ion correlated with 12494; ion correlated with 12640; ion correlated with 13207; ion correlated with 13572; ion correlated with 13669; ion correlated with 14059; ion correlated with 14843; ion correlated with 15096; ion correlated with 15218; ion correlated with 15364; ion correlated with 15627; ion correlated with 15779; ion correlated with 16122; ion correlated with 16132; ion correlated with 16936; ion correlated with 17197; ion correlated with 17338; ion correlated with 17474; ion correlated with 17592; ion correlated with 17993; ion correlated with 18516; ion correlated with 18688; ion correlated with 18841; ion correlated with 18988; ion correlated with 18992; ion correlated with 19384; ion correlated with 19515; ion correlated with 20409; ion correlated with 20634; ion correlated with 21095; ion correlated with 21217; ion correlated with 21479; ion correlated with 22589; ion correlated with 22658; ion correlated with 23358; ion correlated with 23876; ion correlated with 24007; ion correlated with 24144; ion correlated with 24422; ion correlated with 25060; ion correlated with 25460; ion correlated with 26172; ion correlated with 26721; ion correlated with 28052; ion correlated with 28556; ion correlated with 28700; ion correlated with 28834; ion correlated with 29242; ion correlated with 29366; ion correlated with 29485; ion correlated with 29603; ion correlated with 29959; ion correlated with 30508; ion correlated with 30665; ion correlated with 31320; ion correlated with 31437; ion correlated with 31543; ion correlated with 31665; ion correlated with 31863; ion correlated with 31981; ion correlated with 32104; ion correlated with 32205; ion correlated with 32392; ion correlated with 32728; ion correlated with 32905; ion correlated with 33096; ion correlated with 33595; ion correlated with 33790; ion correlated with 33956; ion correlated with 34046; ion correlated with 34218; ion correlated with 34632; ion correlated with 34788; ion correlated with 34967; ion correlated with 35370; ion correlated with 35697; ion correlated with 35909; ion correlated with 36092; ion correlated with 36400; ion correlated with 36782; ion correlated with 37333; ion correlated with 37512; ion correlated with 38886; ion correlated with 39060; ion correlated with 39508; ion correlated with 39921; ion correlated with 40537; ion correlated with 20271; ion correlated with 22288; ion correlated with 26857; ion correlated with 18335; ion correlated with 28584; ion correlated with 24288; ion correlated with 7254; ion correlated with 18215; ion correlated with 26304; ion correlated with 31084; ion correlated with 29942; ion correlated with 5394; ion correlated with 4075; ion correlated with 6624; ion correlated with 7659; ion correlated with 8985; ion correlated with 9391; ion correlated with 10786; ion correlated with 10939; ion correlated with 11623; ion correlated with 12310; ion correlated with 12879; ion correlated with 13135; ion correlated with 13792; ion correlated with 14077; ion correlated with 14174; ion correlated with 14331; ion correlated with 14534; ion correlated with 14986; ion correlated with 15282; ion correlated with 15541; ion correlated with 15987; ion correlated with 16277; ion correlated with 16420; ion correlated with 16546; ion correlated with 16805; ion correlated with 16931; ion correlated with 17707; ion correlated with 18112; ion correlated with 18509; ion correlated with 19123; ion correlated with 19249; ion correlated with 19262; ion correlated with 19265; ion correlated with 19922; ion correlated with 20349; ion correlated with 20961; ion correlated with 21610; ion correlated with 23475; ion correlated with 23742; ion correlated with 24688; ion correlated with 24814; ion correlated with 25051; ion correlated with 25188; ion correlated with 25199; ion correlated with 25331; ion correlated with 25452; ion correlated with 25606; ion correlated with 26934; ion correlated with 27003; ion correlated with 27071; ion correlated with 28273; ion correlated with 28402; ion correlated with 28414; ion correlated with 29732; ion correlated with 29851; ion correlated with 30076; ion correlated with 30972; ion correlated with 31202; ion correlated with 31259; ion correlated with 31372; ion correlated with 32609; ion correlated with 33359; ion correlated with 35552; ion correlated with 39963; ion correlated with 22167; ion correlated with 19697; ion correlated with 17692; ion correlated with 36364; ion correlated with 36902; ion correlated with 13017; ion correlated with 35319; ion correlated with 5265; ion correlated with 6702; ion correlated with 8344; ion correlated with 8800; ion correlated with 9418; ion correlated with 9535; ion correlated with 9893; ion correlated with 15054; ion correlated with 18054; ion correlated with 19679; ion correlated with 21839; ion correlated with 22887; ion correlated with 27510; ion correlated with 12868; ion correlated with 9793; ion correlated with 20629; ion correlated with 23226; ion correlated with 33132; ion correlated with 17832; ion correlated with 6385; ion correlated with 14714; ion correlated with 20700; ion correlated with 26430; ion correlated with 27660; ion correlated with 6237; ion correlated with 8213; ion correlated with 9663; ion correlated with 10650; ion correlated with 14496; ion correlated with 14692; ion correlated with 14786; ion correlated with 15622; ion correlated with 16531; ion correlated with 20503; ion correlated with 22588; ion correlated with 22651; ion correlated with 25406; ion correlated with 25903; ion correlated with 26500; ion correlated with 27502; ion correlated with 27599; ion correlated with 29422; ion correlated with 29543; ion correlated with 32175; ion correlated with 32437; ion correlated with 32651; ion correlated with 34676; ion correlated with 36548; ion correlated with 39867; ion correlated with 5932; ion correlated with 6094; ion correlated with 6230; ion correlated with 24945; ion correlated with 2891; ion correlated with 3635; ion correlated with 4042; ion correlated with 4605; ion correlated with 4805; ion correlated with 6882; ion correlated with 6922; ion correlated with 10799; ion correlated with 11640; ion correlated with 12483; ion correlated with 12631; ion correlated with 13508; ion correlated with 13656; ion correlated with 14556; ion correlated with 14833; ion correlated with 15277; ion correlated with 15515; ion correlated with 15676; ion correlated with 15938; ion correlated with 15980; ion correlated with 16607; ion correlated with 17406; ion correlated with 17467; ion correlated with 17527; ion correlated with 17578; ion correlated with 17781; ion correlated with 17788; ion correlated with 18441; ion correlated with 18496; ion correlated with 19063; ion correlated with 19111; ion correlated with 19838; ion correlated with 19893; ion correlated with 21030; ion correlated with 21081; ion correlated with 21158; ion correlated with 21205; ion correlated with 21755; ion correlated with 23541; ion correlated with 23544; ion correlated with 26297; ion correlated with 27127; ion correlated with 27233; ion correlated with 27649; ion correlated with 27786; ion correlated with 27864; ion correlated with 27916; ion correlated with 27992; ion correlated with 28042; ion correlated with 29094; ion correlated with 29297; ion correlated with 29844; ion correlated with 29901; ion correlated with 29943; ion correlated with 31811; ion correlated with 31923; ion correlated with 32093; ion correlated with 32143; ion correlated with 32198; ion correlated with 32858; ion correlated with 32893; ion correlated with 33632; ion correlated with 33685; ion correlated with 33744; ion correlated with 33780; ion correlated with 34397; ion correlated with 35247; ion correlated with 35399; ion correlated with 36220; ion correlated with 36312; ion correlated with 37670; ion correlated with 38594; ion correlated with 41458; ion correlated with 42969; ion correlated with 6712; ion correlated with 20562; ion correlated with 30362; ion correlated with 6241; ion correlated with 24139; ion correlated with 20557; ion correlated with 28971; ion correlated with 3439; ion correlated with 3585; ion correlated with 3731; ion correlated with 8539; ion correlated with 13174; ion correlated with 18826; ion correlated with 18973; ion correlated with 21325; ion correlated with 22094; ion correlated with 22153; ion correlated with 27448; ion correlated with 30153; ion correlated with 30427; ion correlated with 32860; ion correlated with 35878; ion correlated with 37547; ion correlated with 37957; ion correlated with 22973; ion correlated with 22386; ion correlated with 20113; ion correlated with 25340; ion correlated with 22816; ion correlated with 25758; ion correlated with 18220; ion correlated with 21772; ion correlated with 26044; ion correlated with 22397; ion correlated with 25197; ion correlated with 3856; ion correlated with 6365; ion correlated with 7359; ion correlated with 8680; ion correlated with 9944; ion correlated with 25808; ion correlated with 28349; ion correlated with 30899; ion correlated with 31135; ion correlated with 32657; ion correlated with 33303; ion correlated with 33535; ion correlated with 33941; ion correlated with 33988; ion correlated with 14450; ion correlated with 23602; ion correlated with 21333; ion correlated with 22045; ion correlated with 11769; ion correlated with 20850; ion correlated with 2813; ion correlated with 2937; ion correlated with 3062; ion correlated with 6354; ion correlated with 6576; ion correlated with 6777; ion correlated with 10056; ion correlated with 10165; ion correlated with 10225; ion correlated with 10375; ion correlated with 10534; ion correlated with 13123; ion correlated with 13336; ion correlated with 18100; ion correlated with 19374; ion correlated with 20403; ion correlated with 21472; ion correlated with 23222; ion correlated with 23347; ion correlated with 28113; ion correlated with 30015; ion correlated with 33043; ion correlated with 8427; ion correlated with 11525; ion correlated with 5866; ion correlated with 10334; ion correlated with 11258; ion correlated with 12252; ion correlated with 13498; ion correlated with 13649; ion correlated with 13774; ion correlated with 22277; ion correlated with 32145; ion correlated with 14570; ion correlated with 21911,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.7,Cornell_Neg_QC100_1,479.03479:284370 480.03814:93401 481.0415:231168,,509.10989,4.749662897,4.048493177,4.279860782,4.229574482,3.559442192,5.386112655,4.694267283,4.476128482,5.473299973,4.858416878,5.926804025,4.982282543,5.157746805,4.961174212,4.623574889,5.31021203,5.470991683,4.632107894,5.273045278,4.706423318,5.274534229,5.077865514,5.539015846,4.619760963,4.424179014,5.670034686,5.710674056,4.80625122,5.881901679,5.036095679,5.881371531,5.381522999,5.253835753,5.981281634,6.270856593,4.032450432,5.715797005,5.06403472,5.891709413,0.844679397,4.326897834,0.417300624,0.008216278,0.302409389,0.286481769,356,0.000366285,-0.007849993,0
